req_id,client_id,job_title,job_category,employment_type,location,priority,openings,bill_rate,pay_rate,open_date,target_close_date,status,recruiter_owner
719,36,Actuary,Insurance,Permanent,"Houston, TX",Medium,3,0.0,111997.05,2023-04-19,2023-06-13,Open,13
720,28,Radiologist Technician,Healthcare,Permanent,"Houston, TX",Low,2,0.0,84511.83,2023-01-12,2023-03-04,Open,23
721,28,Medical Coder,Healthcare,Contract-to-Hire,"Chicago, IL",High,5,116.18,84.74,2024-01-01,2024-02-26,Open,24
722,25,Physical Therapist,Healthcare,Contract,"New York, NY",High,7,84.5,59.21,2024-04-23,2024-06-28,Open,14
723,10,Project Engineer,Energy,Contract,"Phoenix, AZ",Medium,10,73.22,51.71,2023-04-07,2023-06-07,Filled,3
724,31,Java Developer,IT,Contract,"Boston, MA",Medium,7,119.72,93.08,2023-12-05,2024-01-31,Closed,9
725,7,.NET Developer,IT,Permanent,"Charlotte, NC",Medium,10,0.0,69406.42,2022-08-29,2022-11-27,Closed,23
726,3,Accounting Manager,Finance,Contract,"Atlanta, GA",Medium,3,70.29,52.15,2023-02-09,2023-06-04,Closed,2
727,12,Clinical Data Manager,Pharma,Contract,"Charlotte, NC",High,6,63.59,46.38,2023-04-25,2023-06-10,Closed,14
728,17,Data Engineer,IT,Contract,"Orlando, FL",Medium,5,75.06,58.39,2022-10-15,2022-12-30,Open,20
729,49,Mechanical Engineer,Manufacturing,Contract,"San Francisco, CA",High,9,91.36,66.11,2022-11-20,2023-02-20,Filled,2
730,10,Cybersecurity Analyst,IT,Contract,"Seattle, WA",Medium,7,68.39,46.75,2022-06-17,2022-10-15,Open,16
731,29,Python Developer,IT,Contract,"Denver, CO",High,2,129.11,95.04,2023-05-20,2023-07-03,Open,3
732,19,Cybersecurity Analyst,IT,Contract,"Seattle, WA",Low,4,116.8,88.18,2023-07-31,2023-11-22,Closed,1
733,50,Medical Coder,Healthcare,Permanent,"Houston, TX",High,6,0.0,78542.66,2022-09-10,2022-12-12,Open,10
734,44,Risk Analyst,Finance,Contract,"San Jose, CA",High,2,81.53,60.25,2022-11-28,2023-01-16,Filled,23
735,31,Risk Analyst,Finance,Contract-to-Hire,"Minneapolis, MN",High,10,100.27,70.88,2022-01-06,2022-03-19,Filled,11
736,47,Accounting Manager,Finance,Permanent,"Dallas, TX",Medium,6,0.0,74699.01,2024-03-31,2024-07-21,Open,24
737,36,.NET Developer,IT,Permanent,"Boston, MA",High,7,0.0,93604.32,2022-09-19,2022-11-10,Open,1
738,14,Supply Chain Analyst,Logistics,Contract,"Nashville, TN",High,2,81.08,58.4,2024-02-10,2024-06-02,Open,16
739,28,Project Engineer,Energy,Contract,"McLean, VA",Medium,9,122.3,90.54,2023-11-13,2023-12-25,Open,16
740,25,LPN,Healthcare,Contract-to-Hire,"Houston, TX",Medium,10,71.48,52.9,2024-02-14,2024-05-08,Open,14
741,28,Financial Analyst,Finance,Contract,"Denver, CO",High,8,53.24,38.02,2023-11-24,2024-01-21,Closed,21
742,34,Financial Analyst,Finance,Contract,"Orlando, FL",High,5,73.26,53.02,2022-11-04,2022-12-23,Open,17
743,19,RN - ER,Healthcare,Permanent,"Houston, TX",High,9,0.0,68579.62,2022-02-16,2022-05-22,Filled,14
744,30,DevOps Engineer,IT,Permanent,"McLean, VA",High,9,0.0,125961.86,2022-09-18,2022-12-31,Open,4
745,43,Accounting Manager,Finance,Contract-to-Hire,"Boston, MA",Medium,5,64.36,44.94,2022-02-16,2022-03-28,Open,19
746,30,Accounting Manager,Finance,Contract-to-Hire,"San Francisco, CA",High,10,99.9,70.58,2022-08-05,2022-09-27,Open,22
747,28,DevOps Engineer,IT,Permanent,"Boston, MA",High,8,0.0,66343.64,2022-04-30,2022-05-31,Filled,23
748,43,RN - ICU,Healthcare,Permanent,"Atlanta, GA",Medium,7,0.0,119443.36,2023-09-26,2024-01-12,Open,3
749,9,Data Engineer,IT,Contract,"Portland, OR",High,8,65.26,49.7,2022-07-12,2022-08-14,Open,21
750,28,Network Engineer,IT,Permanent,"Atlanta, GA",High,8,0.0,79318.58,2024-02-28,2024-05-27,Filled,1
751,11,DevOps Engineer,IT,Contract,"Orlando, FL",Medium,10,109.1,79.05,2023-04-28,2023-05-30,Open,7
752,37,React Developer,IT,Contract-to-Hire,"Nashville, TN",Medium,8,54.07,36.81,2024-01-01,2024-03-26,Closed,20
753,36,Accounting Manager,Finance,Contract,"Miami, FL",Medium,4,52.96,38.13,2023-08-29,2023-12-15,Open,17
754,28,Java Developer,IT,Permanent,"Houston, TX",Medium,8,0.0,88688.76,2022-10-02,2023-01-22,Open,16
755,42,Radiologist Technician,Healthcare,Contract,"San Francisco, CA",Medium,6,85.87,62.14,2022-10-22,2022-12-15,Filled,8
756,15,Medical Coder,Healthcare,Permanent,"Charlotte, NC",Medium,3,0.0,133180.26,2023-09-09,2024-01-01,Open,24
757,25,Compliance Officer,Finance,Contract-to-Hire,"Newark, NJ",High,10,116.65,87.17,2023-01-04,2023-04-04,Open,10
758,48,Compliance Officer,Finance,Contract,"New York, NY",Medium,2,103.36,71.62,2022-06-10,2022-09-25,Filled,16
759,16,React Developer,IT,Contract,"McLean, VA",High,3,94.55,73.74,2022-09-25,2022-12-09,Closed,2
760,5,Project Engineer,Energy,Contract,"San Jose, CA",Medium,5,84.45,62.64,2023-07-30,2023-09-26,Open,12
761,3,Credit Analyst,Finance,Permanent,"Los Angeles, CA",Low,2,0.0,85061.84,2023-12-08,2024-03-12,Open,15
762,30,Project Engineer,Energy,Contract,"Phoenix, AZ",Low,1,127.97,97.02,2024-03-11,2024-04-23,Closed,4
763,41,Salesforce Developer,IT,Contract,"San Francisco, CA",Medium,9,119.67,92.28,2024-01-16,2024-03-23,Filled,24
764,7,Supply Chain Analyst,Logistics,Contract,"Los Angeles, CA",Medium,7,101.77,72.61,2022-05-06,2022-06-30,Open,8
765,31,Mechanical Engineer,Manufacturing,Contract,"Seattle, WA",Medium,4,72.94,50.85,2023-01-17,2023-04-10,Open,25
766,34,Credit Analyst,Finance,Contract-to-Hire,"Philadelphia, PA",Medium,9,112.98,78.39,2023-02-28,2023-05-21,Open,1
767,10,LPN,Healthcare,Contract,"Houston, TX",Medium,7,107.41,78.6,2022-03-28,2022-06-09,Open,14
768,26,Python Developer,IT,Contract,"Detroit, MI",Low,5,102.81,76.51,2022-03-01,2022-06-19,Filled,13
769,44,Telecom Engineer,Telecom,Permanent,"Newark, NJ",Medium,1,0.0,130515.98,2024-01-31,2024-04-10,Open,17
770,10,Radiologist Technician,Healthcare,Contract-to-Hire,"Columbus, OH",Medium,6,85.7,60.03,2023-10-02,2024-01-19,Filled,25
771,20,Cybersecurity Analyst,IT,Contract,"Newark, NJ",Low,9,52.96,37.78,2024-01-07,2024-02-22,Open,7
772,33,.NET Developer,IT,Permanent,"Charlotte, NC",High,1,0.0,88418.93,2024-02-15,2024-06-05,Open,18
773,17,Clinical Data Manager,Pharma,Contract,"Philadelphia, PA",High,6,116.58,82.82,2023-06-02,2023-07-16,Open,21
774,23,Medical Coder,Healthcare,Contract,"San Jose, CA",Low,1,53.82,40.1,2023-04-05,2023-06-12,Filled,11
775,48,Network Engineer,IT,Permanent,"Nashville, TN",Low,4,0.0,107419.79,2023-11-13,2024-02-19,Open,10
776,43,React Developer,IT,Permanent,"Portland, OR",High,2,0.0,115432.54,2023-01-22,2023-04-28,Open,17
777,13,Clinical Data Manager,Pharma,Contract,"Philadelphia, PA",High,2,86.34,59.98,2024-04-28,2024-07-19,Open,14
778,9,Telecom Engineer,Telecom,Contract-to-Hire,"Minneapolis, MN",Low,9,67.18,46.21,2023-06-23,2023-09-12,Closed,25
779,17,RN - ICU,Healthcare,Permanent,"Philadelphia, PA",Medium,7,0.0,102412.05,2023-03-27,2023-07-23,Open,5
780,9,Medical Coder,Healthcare,Contract-to-Hire,"Portland, OR",High,4,106.89,74.07,2023-06-10,2023-09-15,Filled,16
781,48,Python Developer,IT,Contract,"San Jose, CA",High,2,125.53,90.0,2023-09-09,2023-11-30,Open,19
782,3,React Developer,IT,Permanent,"McLean, VA",Medium,5,0.0,76497.84,2022-11-09,2023-01-25,Filled,1
783,10,Project Engineer,Energy,Contract,"Atlanta, GA",High,8,112.7,81.39,2022-10-18,2022-12-14,Open,4
784,23,Pharmacy Tech,Healthcare,Contract,"Detroit, MI",Medium,6,119.63,86.34,2022-11-14,2023-02-24,Filled,16
785,47,Mechanical Engineer,Manufacturing,Permanent,"Los Angeles, CA",Medium,8,0.0,74960.72,2023-06-01,2023-09-20,Filled,5
786,47,Supply Chain Analyst,Logistics,Contract,"Phoenix, AZ",High,7,57.15,42.43,2023-02-24,2023-05-14,Open,18
787,43,Python Developer,IT,Contract-to-Hire,"San Francisco, CA",Low,5,108.87,81.06,2023-12-26,2024-01-28,Closed,21
788,42,DevOps Engineer,IT,Permanent,"Phoenix, AZ",High,10,0.0,71386.4,2023-07-09,2023-10-20,Closed,7
789,31,Credit Analyst,Finance,Permanent,"San Jose, CA",High,1,0.0,132264.82,2023-11-06,2024-02-12,Open,7
790,46,Network Engineer,IT,Permanent,"Columbus, OH",Medium,10,0.0,98317.21,2023-09-14,2023-11-24,Open,16
791,2,Supply Chain Analyst,Logistics,Contract,"Miami, FL",Medium,2,84.96,61.3,2022-11-21,2023-02-07,Open,4
792,11,Pharmacy Tech,Healthcare,Contract,"Houston, TX",Medium,3,61.52,43.41,2022-06-07,2022-08-15,Open,20
793,12,SQL Developer,IT,Contract,"San Jose, CA",Medium,6,107.06,75.99,2022-11-24,2023-01-11,Open,13
794,8,Mechanical Engineer,Manufacturing,Contract,"Detroit, MI",Low,9,66.2,50.0,2022-08-31,2022-12-02,Filled,4
795,4,Cloud Architect,IT,Contract,"Orlando, FL",High,1,87.19,62.84,2022-01-30,2022-04-22,Open,18
796,44,Clinical Data Manager,Pharma,Contract,"Los Angeles, CA",Medium,8,69.71,51.27,2022-11-08,2023-02-18,Open,21
797,14,Medical Coder,Healthcare,Contract,"Chicago, IL",Low,8,79.86,62.17,2023-07-05,2023-09-27,Open,1
798,30,Mechanical Engineer,Manufacturing,Permanent,"San Francisco, CA",Medium,5,0.0,86693.71,2022-01-01,2022-02-07,Closed,9
799,44,Mechanical Engineer,Manufacturing,Contract-to-Hire,"New York, NY",Medium,1,129.94,99.31,2023-08-23,2023-11-26,Open,24
800,37,Pharmacy Tech,Healthcare,Contract,"San Jose, CA",Low,5,74.05,53.28,2024-04-30,2024-06-16,Filled,7
801,33,Radiologist Technician,Healthcare,Contract,"Nashville, TN",Medium,5,120.71,93.49,2022-09-25,2023-01-23,Open,22
802,22,SQL Developer,IT,Contract,"Austin, TX",High,10,86.78,64.21,2023-12-10,2024-01-26,Filled,1
803,1,Telecom Engineer,Telecom,Contract,"Portland, OR",Low,2,83.05,63.91,2023-05-16,2023-08-04,Open,18
804,43,Java Developer,IT,Contract-to-Hire,"Boston, MA",Medium,7,103.78,74.23,2024-04-27,2024-08-11,Open,25
805,45,Project Engineer,Energy,Contract,"New York, NY",High,1,59.98,43.01,2023-04-01,2023-05-02,Open,22
806,46,Actuary,Insurance,Contract,"Nashville, TN",High,8,65.32,49.75,2022-11-07,2023-01-04,Open,2
807,32,Cloud Architect,IT,Permanent,"New York, NY",Medium,2,0.0,80681.47,2024-04-20,2024-08-09,Open,19
808,32,Medical Coder,Healthcare,Contract,"Detroit, MI",Low,10,94.14,70.23,2023-11-20,2024-03-16,Open,3
809,9,Clinical Data Manager,Pharma,Contract,"Chicago, IL",High,1,60.19,46.55,2023-06-20,2023-08-24,Closed,20
810,44,Cloud Architect,IT,Permanent,"Austin, TX",High,6,0.0,131232.65,2023-03-14,2023-07-04,Filled,14
811,8,Cloud Architect,IT,Permanent,"McLean, VA",High,1,0.0,99994.0,2023-06-14,2023-07-19,Open,14
812,29,Pharmacy Tech,Healthcare,Contract,"Houston, TX",High,7,50.41,35.26,2023-08-09,2023-09-11,Open,8
813,11,Cybersecurity Analyst,IT,Contract,"San Jose, CA",Medium,1,74.86,55.59,2022-01-29,2022-04-30,Closed,21
814,22,Actuary,Insurance,Contract,"Charlotte, NC",Low,4,69.77,50.75,2022-02-25,2022-05-08,Open,25
815,40,Radiologist Technician,Healthcare,Contract-to-Hire,"Detroit, MI",High,1,111.13,82.52,2022-05-08,2022-06-17,Filled,11
816,45,Telecom Engineer,Telecom,Contract,"Denver, CO",Low,7,112.61,77.27,2022-02-26,2022-05-05,Open,4
817,4,Risk Analyst,Finance,Permanent,"Boston, MA",Low,7,0.0,68915.24,2023-02-16,2023-03-30,Open,20
818,43,Project Engineer,Energy,Permanent,"Boston, MA",Low,10,0.0,65795.49,2023-04-21,2023-07-14,Open,11
819,44,Financial Analyst,Finance,Contract,"New York, NY",High,10,86.33,61.54,2022-04-21,2022-06-03,Open,19
820,13,Project Engineer,Energy,Permanent,"Miami, FL",Medium,8,0.0,74448.62,2022-09-20,2022-12-04,Closed,15
821,16,Salesforce Developer,IT,Contract,"Atlanta, GA",Low,6,113.76,78.04,2023-08-22,2023-11-15,Open,19
822,35,Telecom Engineer,Telecom,Contract,"Charlotte, NC",High,9,61.79,43.92,2022-10-26,2023-01-11,Closed,22
823,10,Risk Analyst,Finance,Contract,"Columbus, OH",Medium,4,68.99,52.56,2022-02-25,2022-05-20,Open,21
824,13,Actuary,Insurance,Contract,"Portland, OR",Low,6,77.32,57.74,2023-12-10,2024-03-08,Closed,19
825,40,SQL Developer,IT,Contract,"Denver, CO",Medium,4,83.5,58.14,2024-03-19,2024-04-23,Open,21
826,45,Network Engineer,IT,Contract,"Orlando, FL",Medium,4,87.32,61.24,2024-01-23,2024-04-04,Filled,6
827,1,Mechanical Engineer,Manufacturing,Contract,"Columbus, OH",Medium,8,50.79,36.35,2022-04-28,2022-06-15,Open,21
828,49,Clinical Data Manager,Pharma,Contract,"New York, NY",High,5,53.51,36.55,2022-10-18,2022-12-09,Open,11
829,36,Supply Chain Analyst,Logistics,Contract,"Seattle, WA",High,7,64.28,43.85,2022-04-14,2022-05-16,Open,11
830,14,Actuary,Insurance,Contract,"McLean, VA",Low,10,86.5,62.02,2023-11-08,2023-12-29,Filled,23
831,8,.NET Developer,IT,Contract,"New York, NY",Medium,6,120.62,83.6,2022-07-16,2022-10-22,Open,20
832,41,RN - ER,Healthcare,Contract,"Detroit, MI",Medium,3,123.68,93.54,2022-07-13,2022-10-19,Open,8
833,41,Python Developer,IT,Contract,"Detroit, MI",High,8,119.83,91.69,2023-05-16,2023-07-11,Closed,3
834,33,Salesforce Developer,IT,Contract-to-Hire,"Miami, FL",Low,8,110.1,81.97,2023-01-19,2023-04-22,Open,11
835,24,Compliance Officer,Finance,Permanent,"Portland, OR",Medium,10,0.0,117088.23,2023-05-22,2023-08-20,Filled,21
836,38,Actuary,Insurance,Contract,"Denver, CO",High,5,66.58,51.23,2022-08-29,2022-11-17,Filled,13
837,11,Clinical Data Manager,Pharma,Contract,"Baltimore, MD",Medium,9,70.36,48.44,2022-03-28,2022-06-03,Open,8
838,3,Clinical Data Manager,Pharma,Contract-to-Hire,"Denver, CO",Medium,6,90.98,64.93,2023-04-24,2023-07-18,Filled,11
839,25,Cloud Architect,IT,Contract,"Nashville, TN",High,5,64.37,45.28,2022-03-19,2022-06-02,Closed,17
840,42,Pharmacy Tech,Healthcare,Contract,"San Jose, CA",Medium,1,112.87,87.21,2022-05-02,2022-06-10,Closed,7
841,13,SQL Developer,IT,Contract,"Baltimore, MD",High,10,70.0,52.82,2023-12-01,2024-02-04,Open,25
842,48,Compliance Officer,Finance,Permanent,"Austin, TX",Medium,6,0.0,133428.69,2024-02-28,2024-05-06,Filled,13
843,38,Mechanical Engineer,Manufacturing,Contract,"Baltimore, MD",High,4,87.76,64.18,2022-06-02,2022-08-21,Open,16
844,34,Network Engineer,IT,Permanent,"Baltimore, MD",Medium,2,0.0,123948.1,2023-04-25,2023-07-23,Open,7
845,50,RN - ER,Healthcare,Contract-to-Hire,"Columbus, OH",High,10,66.77,48.41,2022-01-31,2022-04-18,Open,10
846,1,Accounting Manager,Finance,Contract-to-Hire,"Charlotte, NC",Medium,7,114.83,87.66,2022-08-19,2022-11-10,Closed,10
847,38,SQL Developer,IT,Contract,"Los Angeles, CA",Low,10,95.41,65.19,2022-06-07,2022-08-18,Closed,19
848,26,Supply Chain Analyst,Logistics,Contract-to-Hire,"Columbus, OH",Medium,2,66.34,47.7,2023-01-31,2023-03-26,Open,19
849,41,LPN,Healthcare,Contract,"Columbus, OH",Low,8,57.46,39.67,2022-07-01,2022-08-04,Open,6
850,5,Cybersecurity Analyst,IT,Contract-to-Hire,"Minneapolis, MN",Medium,1,72.71,51.14,2023-06-21,2023-07-29,Open,17
851,11,Java Developer,IT,Contract,"San Francisco, CA",Low,7,118.78,85.65,2022-04-24,2022-06-09,Filled,24
852,25,.NET Developer,IT,Contract,"Philadelphia, PA",Medium,3,60.39,42.31,2024-04-17,2024-08-15,Closed,19
853,38,React Developer,IT,Contract,"Seattle, WA",High,8,90.2,67.51,2022-07-26,2022-08-25,Open,13
854,16,Radiologist Technician,Healthcare,Permanent,"Detroit, MI",Medium,10,0.0,89666.86,2023-05-18,2023-08-14,Open,24
855,19,.NET Developer,IT,Contract-to-Hire,"Atlanta, GA",High,7,77.74,59.41,2023-02-05,2023-05-24,Open,6
856,40,Telecom Engineer,Telecom,Contract-to-Hire,"San Francisco, CA",High,7,86.63,66.8,2023-12-17,2024-03-28,Open,8
857,11,Telecom Engineer,Telecom,Contract,"Minneapolis, MN",High,8,120.6,88.49,2022-03-10,2022-07-07,Filled,25
858,8,Pharmacy Tech,Healthcare,Contract,"Baltimore, MD",Medium,8,56.12,38.75,2024-03-09,2024-05-19,Open,9
859,33,Cybersecurity Analyst,IT,Contract,"Portland, OR",Medium,6,86.97,59.78,2023-11-23,2024-02-20,Filled,7
860,3,RN - ICU,Healthcare,Contract,"Los Angeles, CA",Medium,8,70.05,52.6,2022-12-01,2023-03-26,Filled,3
861,36,.NET Developer,IT,Contract,"Orlando, FL",High,3,107.09,77.51,2024-04-20,2024-06-24,Open,20
862,12,DevOps Engineer,IT,Contract,"San Francisco, CA",High,5,59.93,45.2,2022-03-21,2022-07-14,Open,15
863,12,Business Analyst,IT,Contract,"Columbus, OH",High,9,107.15,82.43,2022-08-10,2022-11-04,Open,13
864,20,Compliance Officer,Finance,Contract-to-Hire,"Baltimore, MD",High,6,54.19,36.87,2023-01-22,2023-03-18,Open,7
865,2,.NET Developer,IT,Contract-to-Hire,"New York, NY",High,4,52.24,35.6,2023-11-28,2024-03-22,Open,22
866,47,Salesforce Developer,IT,Contract,"Charlotte, NC",High,10,53.52,39.14,2022-11-27,2023-03-08,Open,18
867,28,RN - ICU,Healthcare,Contract,"Charlotte, NC",Medium,6,68.59,47.37,2022-06-27,2022-07-28,Open,13
868,30,Cybersecurity Analyst,IT,Contract,"Nashville, TN",High,2,55.28,42.1,2023-10-01,2023-12-17,Open,14
869,50,React Developer,IT,Permanent,"San Jose, CA",Low,3,0.0,102468.2,2023-12-31,2024-04-07,Open,4
870,21,Radiologist Technician,Healthcare,Contract-to-Hire,"Portland, OR",High,6,104.23,81.01,2022-05-17,2022-07-28,Filled,3
871,2,SQL Developer,IT,Permanent,"Denver, CO",High,9,0.0,133407.74,2023-01-27,2023-05-02,Closed,23
872,15,Java Developer,IT,Contract,"Atlanta, GA",High,10,99.31,76.44,2022-08-31,2022-11-23,Open,2
873,24,Data Engineer,IT,Contract-to-Hire,"New York, NY",High,10,73.73,51.25,2023-10-20,2023-11-23,Filled,24
874,22,Telecom Engineer,Telecom,Contract,"Baltimore, MD",Medium,5,72.25,53.78,2022-02-10,2022-05-17,Open,8
875,47,Supply Chain Analyst,Logistics,Contract,"Dallas, TX",High,10,77.42,54.24,2023-11-12,2024-01-12,Filled,17
876,12,SQL Developer,IT,Contract-to-Hire,"Orlando, FL",High,3,100.38,68.91,2022-03-13,2022-05-06,Open,5
877,12,.NET Developer,IT,Permanent,"New York, NY",High,7,0.0,106163.53,2022-08-30,2022-12-02,Filled,10
878,47,Salesforce Developer,IT,Contract,"Chicago, IL",Low,8,69.59,48.55,2022-11-07,2023-01-12,Open,9
879,31,Supply Chain Analyst,Logistics,Contract,"Boston, MA",Medium,7,126.08,90.27,2022-06-21,2022-09-19,Closed,20
880,28,Accounting Manager,Finance,Contract,"Austin, TX",Medium,2,115.57,87.76,2024-02-20,2024-05-08,Open,20
881,10,Pharmacy Tech,Healthcare,Permanent,"Seattle, WA",Medium,8,0.0,119498.62,2023-01-25,2023-04-24,Open,13
882,39,Pharmacy Tech,Healthcare,Contract-to-Hire,"Orlando, FL",High,1,55.76,38.68,2022-07-20,2022-09-07,Open,17
883,47,Accounting Manager,Finance,Contract,"Boston, MA",Medium,8,89.32,69.01,2024-01-31,2024-04-17,Open,21
884,5,Clinical Data Manager,Pharma,Contract-to-Hire,"San Jose, CA",High,4,120.8,94.13,2023-01-30,2023-05-12,Filled,9
885,49,Credit Analyst,Finance,Contract,"Portland, OR",High,7,90.77,66.16,2023-01-13,2023-05-12,Filled,24
886,16,Network Engineer,IT,Contract-to-Hire,"Nashville, TN",High,3,52.76,40.17,2023-12-25,2024-04-19,Open,20
887,44,LPN,Healthcare,Contract,"Minneapolis, MN",High,2,70.34,52.07,2022-06-15,2022-07-16,Filled,13
888,38,Compliance Officer,Finance,Contract,"Philadelphia, PA",Medium,5,91.48,63.93,2022-06-19,2022-09-11,Closed,18
889,25,Risk Analyst,Finance,Permanent,"Philadelphia, PA",High,10,0.0,88098.41,2024-02-10,2024-03-22,Open,5
890,48,Cloud Architect,IT,Contract,"Atlanta, GA",Medium,1,124.4,89.54,2022-01-07,2022-02-27,Open,3
891,45,Credit Analyst,Finance,Contract-to-Hire,"Newark, NJ",High,6,92.0,68.58,2023-03-18,2023-05-08,Open,23
892,13,Data Engineer,IT,Contract-to-Hire,"Denver, CO",High,4,64.56,50.02,2023-08-04,2023-09-30,Open,24
893,49,Salesforce Developer,IT,Contract,"Philadelphia, PA",Low,2,70.75,54.49,2023-03-28,2023-07-16,Open,3
894,6,React Developer,IT,Contract-to-Hire,"Austin, TX",Medium,8,59.97,41.16,2023-08-23,2023-10-22,Open,1
895,18,Python Developer,IT,Contract,"Dallas, TX",Low,1,103.23,78.34,2022-04-10,2022-06-06,Filled,20
896,49,Medical Coder,Healthcare,Contract,"Charlotte, NC",Medium,6,124.57,90.6,2023-09-11,2023-12-04,Open,11
897,16,Mechanical Engineer,Manufacturing,Contract,"Dallas, TX",High,1,103.21,74.09,2022-12-31,2023-03-13,Filled,23
898,47,RN - ICU,Healthcare,Contract,"Miami, FL",High,6,52.05,36.03,2022-10-14,2023-02-10,Filled,20
899,43,Risk Analyst,Finance,Contract-to-Hire,"Austin, TX",High,6,91.19,68.03,2023-10-16,2023-12-26,Open,24
900,44,SQL Developer,IT,Contract-to-Hire,"Newark, NJ",Medium,7,68.68,50.03,2023-09-20,2023-10-30,Filled,22
901,45,Supply Chain Analyst,Logistics,Contract,"New York, NY",Low,10,108.74,77.14,2023-12-31,2024-02-17,Closed,2
902,32,Data Engineer,IT,Contract,"Columbus, OH",Medium,2,74.11,55.38,2023-04-24,2023-06-14,Filled,22
903,16,Pharmacy Tech,Healthcare,Contract,"Minneapolis, MN",High,7,66.93,50.55,2023-12-18,2024-01-28,Open,6
904,21,Actuary,Insurance,Contract-to-Hire,"Seattle, WA",High,3,111.3,78.14,2023-11-13,2024-02-11,Closed,21
905,32,Accounting Manager,Finance,Contract,"Chicago, IL",High,6,113.64,81.06,2023-08-13,2023-11-27,Filled,23
906,48,Accounting Manager,Finance,Contract-to-Hire,"Philadelphia, PA",High,5,102.31,77.6,2024-04-07,2024-06-05,Open,10
907,8,.NET Developer,IT,Contract,"New York, NY",Low,6,77.22,57.08,2024-02-02,2024-03-17,Open,11
908,37,RN - ICU,Healthcare,Contract,"New York, NY",Medium,6,74.86,55.32,2023-02-02,2023-04-27,Open,17
909,39,Risk Analyst,Finance,Permanent,"Boston, MA",Medium,6,0.0,81660.62,2022-01-10,2022-04-18,Open,10
910,15,Mechanical Engineer,Manufacturing,Contract-to-Hire,"Atlanta, GA",High,10,104.4,72.53,2022-05-30,2022-09-22,Open,10
911,45,Medical Coder,Healthcare,Contract,"Detroit, MI",High,8,71.88,54.97,2023-05-05,2023-08-23,Open,23
912,4,RN - ICU,Healthcare,Contract,"Newark, NJ",High,3,62.22,46.77,2024-04-09,2024-06-06,Filled,24
913,20,RN - ICU,Healthcare,Contract,"Charlotte, NC",Medium,6,129.29,95.0,2023-03-09,2023-07-03,Filled,13
914,34,.NET Developer,IT,Contract,"Portland, OR",High,3,72.59,56.06,2023-07-16,2023-10-04,Open,25
915,38,Project Engineer,Energy,Contract,"Denver, CO",Low,3,117.98,88.6,2023-11-02,2023-12-22,Filled,23
916,19,Physical Therapist,Healthcare,Contract,"New York, NY",High,6,66.78,50.78,2024-01-23,2024-05-15,Closed,4
917,10,Risk Analyst,Finance,Contract-to-Hire,"San Francisco, CA",Medium,8,126.03,91.08,2022-02-27,2022-04-10,Open,2
